No.,时间( s) ,变形( mm) ,力( kgf) ,应力( MPa) ,应变( %) 
4193,150.573,3.757,228.18,55.942,3.757
4194,150.605,3.757,228.26,55.962,3.757
4195,150.637,3.758,228.32,55.976,3.758
4196,150.697,3.76,228.4,55.996,3.76
4197,150.725,3.76,228.48,56.016,3.76
4198,150.757,3.761,228.54,56.03,3.761
4199,150.818,3.763,228.64,56.055,3.763
4200,150.845,3.763,228.74,56.079,3.763
4201,150.869,3.764,228.82,56.099,3.764
4202,150.933,3.766,228.9,56.119,3.766
4203,150.965,3.766,228.98,56.138,3.766
4204,150.997,3.767,229.04,56.153,3.767
4205,151.051,3.768,229.12,56.173,3.768
4206,151.077,3.769,229.2,56.192,3.769
4207,151.101,3.77,229.28,56.212,3.77
4208,151.138,3.771,229.36,56.231,3.771
4209,151.165,3.771,229.42,56.246,3.771
4210,151.197,3.772,229.5,56.266,3.772
4211,151.241,3.773,229.56,56.28,3.773
4212,151.269,3.774,229.62,56.295,3.774
4213,151.301,3.775,229.68,56.31,3.775
4214,151.466,3.779,229.8,56.339,3.779
4215,151.493,3.78,229.92,56.369,3.78
4216,151.525,3.78,230.04,56.398,3.78
4217,151.577,3.782,230.18,56.432,3.782
4218,151.605,3.783,230.3,56.462,3.783
4219,151.637,3.783,230.38,56.481,3.783
4220,151.695,3.785,230.46,56.501,3.785
4221,151.725,3.786,230.54,56.521,3.786
4222,151.757,3.786,230.6,56.535,3.786
4223,151.808,3.788,230.7,56.56,3.788
4224,151.837,3.788,230.78,56.579,3.788
4225,151.869,3.789,230.86,56.599,3.789
4226,151.908,3.79,230.94,56.619,3.79
4227,151.933,3.791,231,56.633,3.791
4228,151.965,3.792,231.06,56.648,3.792
4229,152,3.792,231.12,56.663,3.792
4230,152.029,3.793,231.18,56.678,3.793
4231,152.061,3.794,231.24,56.692,3.794
4232,152.096,3.795,231.3,56.707,3.795
4233,152.125,3.796,231.38,56.727,3.796
4234,152.157,3.796,231.44,56.741,3.796
4235,152.205,3.798,231.52,56.761,3.798
4236,152.237,3.798,231.58,56.776,3.798
4237,152.269,3.799,231.66,56.795,3.799
4238,152.317,3.8,231.72,56.81,3.8
4239,152.349,3.801,231.8,56.83,3.801
4240,152.373,3.802,231.86,56.844,3.802
4241,152.445,3.804,231.96,56.869,3.804
4242,152.477,3.804,232.04,56.888,3.804
4243,152.509,3.805,232.14,56.913,3.805
4244,152.608,3.808,232.26,56.942,3.808
4245,152.637,3.808,232.36,56.967,3.808
4246,152.669,3.809,232.46,56.991,3.809
4247,152.715,3.81,232.56,57.016,3.81
4248,152.741,3.811,232.64,57.035,3.811
4249,152.773,3.812,232.7,57.05,3.812
4250,152.827,3.813,232.78,57.07,3.813
4251,152.853,3.814,232.88,57.094,3.814
4252,152.885,3.815,232.94,57.109,3.815
4253,152.934,3.816,233.02,57.129,3.816
4254,152.965,3.817,233.1,57.148,3.816
4255,152.989,3.817,233.16,57.163,3.817
4256,153.022,3.818,233.24,57.183,3.818
4257,153.053,3.819,233.3,57.197,3.819
4258,153.085,3.82,233.36,57.212,3.82
4259,153.151,3.821,233.46,57.237,3.821
4260,153.181,3.822,233.54,57.256,3.822
4261,153.213,3.823,233.64,57.281,3.823
4262,153.267,3.824,233.72,57.3,3.824
4263,153.293,3.825,233.8,57.32,3.825
4264,153.317,3.825,233.88,57.34,3.825
4265,153.36,3.826,233.94,57.354,3.826
4266,153.389,3.827,234.02,57.374,3.827
4267,153.42,3.828,234.08,57.389,3.828
4268,153.468,3.829,234.16,57.408,3.829
4269,153.5,3.83,234.24,57.428,3.83
4270,153.532,3.831,234.32,57.447,3.831
4271,153.567,3.832,234.4,57.467,3.832
4272,153.596,3.832,234.46,57.482,3.832
4273,153.628,3.833,234.52,57.496,3.833
4274,153.68,3.834,234.6,57.516,3.834
4275,153.708,3.835,234.66,57.531,3.835
4276,153.74,3.836,234.74,57.55,3.836
4277,153.782,3.837,234.82,57.57,3.837
4278,153.812,3.838,234.92,57.594,3.838
4279,153.844,3.839,234.98,57.609,3.839
4280,153.889,3.84,235.06,57.629,3.84
4281,153.916,3.84,235.12,57.644,3.84
4282,153.94,3.841,235.18,57.658,3.841
4283,153.975,3.842,235.22,57.668,3.842
4284,154.004,3.842,235.28,57.683,3.843
4285,154.028,3.843,235.32,57.693,3.843
4286,154.077,3.844,235.4,57.712,3.844
4287,154.108,3.845,235.46,57.727,3.845
4288,154.14,3.846,235.54,57.746,3.846
4289,154.188,3.847,235.62,57.766,3.847
4290,154.22,3.848,235.7,57.786,3.848
4291,154.244,3.849,235.76,57.8,3.849
4292,154.28,3.849,235.82,57.815,3.849
4293,154.308,3.85,235.88,57.83,3.85
4294,154.332,3.851,235.94,57.845,3.851
4295,154.366,3.852,236,57.859,3.852
4296,154.396,3.852,236.06,57.874,3.852
4297,154.428,3.853,236.12,57.889,3.853
4298,154.46,3.854,236.2,57.908,3.854
4299,154.492,3.855,236.28,57.928,3.855
4300,154.549,3.856,236.4,57.957,3.856
4301,154.58,3.857,236.44,57.967,3.857
4302,154.604,3.857,236.5,57.982,3.857
4303,154.628,3.858,236.54,57.992,3.858
4304,154.687,3.86,236.62,58.011,3.86
4305,154.716,3.861,236.68,58.026,3.861
4306,154.748,3.861,236.76,58.046,3.861
4307,154.804,3.863,236.84,58.065,3.863
4308,154.836,3.864,236.92,58.085,3.864
4309,154.868,3.864,237,58.104,3.864
4310,154.924,3.866,237.08,58.124,3.866
4311,154.956,3.866,237.16,58.144,3.866
4312,154.98,3.867,237.24,58.163,3.867
4313,155.022,3.868,237.3,58.178,3.868
4314,155.052,3.869,237.38,58.198,3.869
4315,155.084,3.87,237.46,58.217,3.87
4316,155.125,3.871,237.54,58.237,3.871
4317,155.156,3.872,237.62,58.256,3.872
4318,155.188,3.872,237.7,58.276,3.872
4319,155.236,3.873,237.78,58.296,3.873
4320,155.268,3.874,237.86,58.315,3.874
4321,155.3,3.875,237.92,58.33,3.875
4322,155.348,3.876,238,58.35,3.876
4323,155.38,3.877,238.06,58.364,3.877
4324,155.412,3.878,238.14,58.384,3.878
4325,155.447,3.879,238.22,58.404,3.879
4326,155.476,3.879,238.3,58.423,3.879
4327,155.5,3.88,238.36,58.438,3.88
4328,155.532,3.881,238.44,58.457,3.881
4329,155.564,3.882,238.5,58.472,3.882
4330,155.596,3.883,238.54,58.482,3.883
4331,155.649,3.884,238.62,58.502,3.884
4332,155.676,3.884,238.68,58.516,3.884
4333,155.7,3.885,238.74,58.531,3.885
4334,155.748,3.886,238.82,58.551,3.886
4335,155.78,3.887,238.92,58.575,3.887
4336,155.812,3.888,239,58.595,3.888
4337,155.863,3.889,239.08,58.614,3.889
4338,155.892,3.89,239.16,58.634,3.89
4339,155.924,3.891,239.22,58.649,3.891
4340,155.974,3.892,239.3,58.668,3.892
4341,156.004,3.893,239.36,58.683,3.893
4342,156.036,3.894,239.42,58.698,3.894
4343,156.079,3.895,239.5,58.717,3.894
4344,156.108,3.895,239.58,58.737,3.895
4345,156.14,3.896,239.64,58.752,3.896
4346,156.19,3.897,239.72,58.771,3.897
4347,156.22,3.898,239.8,58.791,3.898
4348,156.252,3.899,239.88,58.81,3.899
4349,156.306,3.9,239.94,58.825,3.9
4350,156.332,3.901,240.02,58.845,3.901
4351,156.356,3.902,240.08,58.86,3.902
4352,156.429,3.903,240.18,58.884,3.903
4353,156.46,3.904,240.26,58.904,3.904
4354,156.492,3.905,240.36,58.928,3.905
4355,156.551,3.906,240.46,58.953,3.906
4356,156.58,3.907,240.54,58.972,3.907
4357,156.604,3.908,240.62,58.992,3.908
4358,156.65,3.909,240.68,59.007,3.909
4359,156.676,3.91,240.74,59.021,3.91
4360,156.708,3.91,240.8,59.036,3.91
4361,156.741,3.911,240.88,59.056,3.911
4362,156.772,3.912,240.94,59.07,3.912
4363,156.804,3.913,241.02,59.09,3.913
4364,156.837,3.914,241.08,59.105,3.914
4365,156.868,3.914,241.16,59.124,3.914
4366,156.9,3.915,241.24,59.144,3.915
4367,156.944,3.916,241.3,59.159,3.916
4368,156.972,3.917,241.36,59.173,3.917
4369,157.004,3.918,241.42,59.188,3.918
4370,157.039,3.919,241.48,59.203,3.919
4371,157.068,3.919,241.56,59.222,3.919
4372,157.1,3.92,241.64,59.242,3.92
4373,157.16,3.922,241.72,59.262,3.922
4374,157.188,3.922,241.8,59.281,3.922
4375,157.22,3.923,241.88,59.301,3.923
4376,157.253,3.924,241.96,59.32,3.924
4377,157.284,3.925,242.02,59.335,3.925
4378,157.316,3.926,242.08,59.35,3.926
4379,157.35,3.926,242.14,59.365,3.926
4380,157.38,3.927,242.22,59.384,3.927
4381,157.412,3.928,242.28,59.399,3.928
4382,157.445,3.929,242.36,59.419,3.929
4383,157.476,3.93,242.42,59.433,3.93
4384,157.508,3.93,242.5,59.453,3.93
4385,157.558,3.932,242.58,59.472,3.932
4386,157.588,3.932,242.64,59.487,3.932
4387,157.62,3.933,242.7,59.502,3.933
4388,157.668,3.934,242.78,59.521,3.934
4389,157.7,3.935,242.86,59.541,3.935
4390,157.724,3.936,242.92,59.556,3.936
4391,157.758,3.937,243,59.575,3.937
4392,157.788,3.937,243.08,59.595,3.937
4393,157.82,3.938,243.16,59.615,3.938
4394,157.871,3.939,243.22,59.629,3.939
4395,157.9,3.94,243.3,59.649,3.94
4396,157.932,3.941,243.36,59.664,3.941
4397,157.985,3.942,243.44,59.683,3.942
4398,158.012,3.943,243.5,59.698,3.943
4399,158.044,3.944,243.56,59.713,3.944
4400,158.097,3.945,243.64,59.732,3.945
4401,158.124,3.946,243.72,59.752,3.946
4402,158.156,3.947,243.8,59.772,3.947
4403,158.211,3.948,243.88,59.791,3.948
4404,158.236,3.949,243.96,59.811,3.949
4405,158.268,3.949,244.02,59.825,3.949
4406,158.317,3.951,244.1,59.845,3.951
4407,158.348,3.951,244.18,59.865,3.951
4408,158.372,3.952,244.24,59.879,3.952
4409,158.434,3.954,244.32,59.899,3.954
4410,158.46,3.954,244.42,59.924,3.954
4411,158.492,3.955,244.5,59.943,3.955
4412,158.539,3.956,244.58,59.963,3.956
4413,158.564,3.957,244.66,59.982,3.957
4414,158.588,3.957,244.74,60.002,3.957
4415,158.624,3.958,244.8,60.017,3.958
4416,158.652,3.959,244.86,60.031,3.959
4417,158.676,3.96,244.9,60.041,3.96
4418,158.71,3.96,244.96,60.056,3.96
4419,158.74,3.961,245.02,60.071,3.961
4420,158.772,3.962,245.1,60.09,3.962
4421,158.826,3.963,245.18,60.11,3.963
4422,158.852,3.964,245.26,60.129,3.964
4423,158.876,3.965,245.32,60.144,3.965
4424,158.911,3.965,245.4,60.164,3.965
4425,158.94,3.966,245.46,60.179,3.966
4426,158.972,3.967,245.52,60.193,3.967
4427,159.027,3.968,245.58,60.208,3.968
4428,159.052,3.969,245.66,60.228,3.969
4429,159.084,3.97,245.74,60.247,3.97
4430,159.144,3.971,245.84,60.272,3.971
4431,159.172,3.972,245.94,60.296,3.972
4432,159.204,3.973,246.02,60.316,3.973
4433,159.247,3.974,246.1,60.335,3.974
4434,159.276,3.975,246.18,60.355,3.975
4435,159.3,3.975,246.24,60.37,3.975
4436,159.349,3.976,246.3,60.384,3.976
4437,159.38,3.977,246.38,60.404,3.977
4438,159.404,3.978,246.44,60.419,3.978
4439,159.441,3.979,246.5,60.433,3.979
4440,159.468,3.979,246.58,60.453,3.979
4441,159.492,3.98,246.64,60.468,3.98
4442,159.525,3.981,246.72,60.487,3.981
4443,159.556,3.982,246.78,60.502,3.982
4444,159.588,3.982,246.84,60.517,3.982
4445,159.637,3.984,246.9,60.532,3.984
4446,159.668,3.985,246.98,60.551,3.985
4447,159.7,3.985,247.04,60.566,3.985
4448,159.754,3.987,247.14,60.59,3.987
4449,159.78,3.987,247.22,60.61,3.987
4450,159.812,3.988,247.3,60.63,3.988
4451,159.858,3.989,247.4,60.654,3.989
4452,159.884,3.99,247.46,60.669,3.99
4453,159.908,3.99,247.52,60.684,3.99
4454,159.947,3.991,247.58,60.698,3.991
4455,159.972,3.992,247.64,60.713,3.992
4456,160.004,3.993,247.7,60.728,3.993
4457,160.036,3.994,247.76,60.742,3.994
4458,160.068,3.995,247.82,60.757,3.995
4459,160.1,3.995,247.88,60.772,3.995
4460,160.168,3.997,247.96,60.791,3.997
4461,160.196,3.998,248.04,60.811,3.998
4462,160.228,3.999,248.12,60.831,3.999
4463,160.28,4,248.2,60.85,4
4464,160.308,4,248.28,60.87,4
4465,160.34,4.001,248.34,60.885,4.001
4466,160.41,4.003,248.44,60.909,4.003
4467,160.436,4.004,248.52,60.929,4.004
4468,160.468,4.005,248.6,60.948,4.005
4469,160.522,4.006,248.7,60.973,4.006
4470,160.548,4.007,248.8,60.997,4.007
4471,160.58,4.007,248.88,61.017,4.007
4472,160.63,4.008,248.94,61.032,4.008
4473,160.66,4.009,249.02,61.051,4.009
4474,160.692,4.01,249.08,61.066,4.01
4475,160.745,4.011,249.16,61.086,4.011
4476,160.772,4.012,249.24,61.105,4.012
4477,160.804,4.013,249.3,61.12,4.013
4478,160.836,4.014,249.38,61.14,4.014
4479,160.868,4.014,249.46,61.159,4.014
4480,160.892,4.015,249.5,61.169,4.015
4481,160.939,4.016,249.56,61.184,4.016
4482,160.964,4.017,249.62,61.198,4.017
4483,160.988,4.018,249.68,61.213,4.018
4484,161.025,4.018,249.74,61.228,4.018
4485,161.052,4.019,249.8,61.243,4.019
4486,161.084,4.02,249.86,61.257,4.02
4487,161.118,4.021,249.94,61.277,4.021
4488,161.148,4.021,250.02,61.296,4.021
4489,161.172,4.022,250.08,61.311,4.022
4490,161.213,4.023,250.16,61.331,4.023
4491,161.244,4.024,250.22,61.346,4.024
4492,161.276,4.025,250.28,61.36,4.025
4493,161.331,4.026,250.34,61.375,4.026
4494,161.356,4.027,250.4,61.39,4.027
4495,161.388,4.028,250.48,61.409,4.028
4496,161.443,4.029,250.56,61.429,4.029
4497,161.468,4.03,250.64,61.448,4.03
4498,161.5,4.03,250.72,61.468,4.03
4499,161.548,4.032,250.8,61.488,4.032
4500,161.58,4.032,250.88,61.507,4.032
4501,161.612,4.033,250.94,61.522,4.033
4502,161.662,4.034,251.02,61.542,4.034
4503,161.692,4.035,251.1,61.561,4.035
4504,161.724,4.036,251.16,61.576,4.036
4505,161.771,4.037,251.26,61.6,4.037
4506,161.796,4.038,251.34,61.62,4.038
4507,161.82,4.039,251.42,61.64,4.039
4508,161.869,4.04,251.5,61.659,4.04
4509,161.9,4.04,251.56,61.674,4.04
4510,161.932,4.041,251.62,61.689,4.041
4511,161.969,4.042,251.68,61.703,4.042
4512,161.996,4.043,251.74,61.718,4.043
4513,162.02,4.043,251.8,61.733,4.043
4514,162.056,4.044,251.86,61.748,4.044
4515,162.084,4.045,251.92,61.762,4.045
4516,162.116,4.046,251.98,61.777,4.046
4517,162.166,4.047,252.06,61.797,4.047
4518,162.196,4.048,252.14,61.816,4.048
4519,162.228,4.048,252.22,61.836,4.048
4520,162.278,4.05,252.3,61.855,4.05
4521,162.308,4.05,252.36,61.87,4.05
4522,162.332,4.051,252.42,61.885,4.051
4523,162.389,4.053,252.5,61.904,4.053
4524,162.42,4.053,252.58,61.924,4.053
4525,162.452,4.054,252.66,61.944,4.054
4526,162.515,4.056,252.76,61.968,4.056
4527,162.54,4.056,252.84,61.988,4.056
4528,162.572,4.057,252.92,62.007,4.057
4529,162.638,4.059,253,62.027,4.059
4530,162.668,4.06,253.08,62.047,4.06
4531,162.7,4.06,253.16,62.066,4.06
4532,162.754,4.062,253.24,62.086,4.062
4533,162.78,4.062,253.32,62.106,4.062
4534,162.812,4.063,253.42,62.13,4.063
4535,162.859,4.064,253.5,62.15,4.064
4536,162.884,4.065,253.58,62.169,4.065
4537,162.908,4.066,253.64,62.184,4.066
4538,162.944,4.066,253.7,62.199,4.066
4539,162.972,4.067,253.76,62.213,4.067
4540,162.996,4.068,253.82,62.228,4.068
4541,163.029,4.069,253.88,62.243,4.069
4542,163.06,4.069,253.94,62.258,4.069
4543,163.084,4.07,254.02,62.277,4.07
4544,163.14,4.072,254.1,62.297,4.072
4545,163.172,4.072,254.18,62.316,4.072
4546,163.204,4.073,254.26,62.336,4.073
4547,163.251,4.074,254.34,62.356,4.074
4548,163.276,4.075,254.42,62.375,4.075
4549,163.308,4.076,254.48,62.39,4.076
4550,163.354,4.077,254.54,62.405,4.077
4551,163.38,4.077,254.6,62.419,4.077
4552,163.404,4.078,254.68,62.439,4.078
4553,163.46,4.08,254.76,62.459,4.08
4554,163.492,4.08,254.84,62.478,4.08
4555,163.524,4.081,254.92,62.498,4.081
4556,163.567,4.082,255,62.517,4.082
4557,163.596,4.083,255.08,62.537,4.083
4558,163.628,4.084,255.14,62.552,4.084
4559,163.673,4.085,255.2,62.566,4.085
4560,163.7,4.085,255.28,62.586,4.085
4561,163.732,4.086,255.34,62.601,4.086
4562,163.777,4.087,255.44,62.625,4.087
4563,163.804,4.088,255.5,62.64,4.088
4564,163.836,4.089,255.58,62.66,4.089
4565,163.898,4.09,255.66,62.679,4.09
4566,163.924,4.091,255.74,62.699,4.091
4567,163.956,4.092,255.8,62.714,4.092
4568,164.003,4.093,255.88,62.733,4.093
4569,164.028,4.094,255.94,62.748,4.094
4570,164.06,4.095,256,62.763,4.095
4571,164.111,4.096,256.08,62.782,4.096
4572,164.14,4.097,256.16,62.802,4.097
4573,164.172,4.097,256.24,62.821,4.097
4574,164.231,4.099,256.32,62.841,4.099
4575,164.26,4.1,256.42,62.866,4.1
4576,164.292,4.1,256.48,62.88,4.1
4577,164.346,4.102,256.56,62.9,4.102
4578,164.372,4.102,256.64,62.919,4.102
4579,164.404,4.103,256.72,62.939,4.103
4580,164.526,4.106,256.84,62.969,4.106
4581,164.556,4.107,256.94,62.993,4.107
4582,164.58,4.107,257.04,63.018,4.107
4583,164.617,4.108,257.14,63.042,4.108
4584,164.644,4.109,257.24,63.067,4.109
4585,164.668,4.11,257.28,63.076,4.11
4586,164.702,4.111,257.34,63.091,4.111
4587,164.732,4.111,257.4,63.106,4.111
4588,164.756,4.112,257.46,63.121,4.112
4589,164.79,4.113,257.54,63.14,4.113
4590,164.82,4.114,257.6,63.155,4.114
4591,164.844,4.114,257.66,63.17,4.114
4592,164.876,4.115,257.72,63.184,4.115
4593,164.908,4.116,257.78,63.199,4.116
4594,164.94,4.117,257.84,63.214,4.117
4595,164.99,4.118,257.9,63.228,4.118
4596,165.02,4.119,257.96,63.243,4.119
4597,165.052,4.119,258.04,63.263,4.119
4598,165.104,4.121,258.14,63.287,4.121
4599,165.132,4.121,258.22,63.307,4.121
4600,165.164,4.122,258.32,63.331,4.122
4601,165.21,4.123,258.4,63.351,4.123
4602,165.236,4.124,258.48,63.371,4.124
4603,165.268,4.125,258.54,63.385,4.125
4604,165.33,4.126,258.6,63.4,4.126
4605,165.356,4.127,258.66,63.415,4.127
4606,165.388,4.128,258.74,63.434,4.128
4607,165.435,4.129,258.82,63.454,4.129
4608,165.46,4.13,258.9,63.474,4.13
4609,165.484,4.13,258.96,63.488,4.13
4610,165.523,4.131,259.04,63.508,4.131
4611,165.548,4.132,259.1,63.523,4.132
4612,165.58,4.133,259.16,63.537,4.133
4613,165.624,4.134,259.22,63.552,4.134
4614,165.652,4.134,259.28,63.567,4.134
4615,165.676,4.135,259.34,63.581,4.135
4616,165.711,4.136,259.42,63.601,4.136
4617,165.74,4.137,259.5,63.621,4.137
4618,165.772,4.137,259.56,63.635,4.137
4619,165.825,4.139,259.64,63.655,4.139
4620,165.852,4.139,259.72,63.675,4.139
4621,165.876,4.14,259.78,63.689,4.14
4622,165.908,4.141,259.86,63.709,4.141
4623,165.94,4.141,259.92,63.724,4.141
4624,165.964,4.142,259.96,63.733,4.142
4625,166.027,4.144,260.04,63.753,4.144
4626,166.052,4.144,260.1,63.768,4.144
4627,166.084,4.145,260.18,63.787,4.145
4628,166.138,4.146,260.26,63.807,4.146
4629,166.165,4.147,260.34,63.827,4.147
4630,166.197,4.148,260.42,63.846,4.148
4631,166.237,4.149,260.5,63.866,4.149
4632,166.269,4.15,260.56,63.881,4.15
4633,166.293,4.151,260.62,63.895,4.151
4634,166.341,4.152,260.7,63.915,4.152
4635,166.373,4.152,260.76,63.93,4.152
4636,166.405,4.153,260.84,63.949,4.153
4637,166.454,4.154,260.92,63.969,4.154
4638,166.485,4.155,261.02,63.993,4.155
4639,166.517,4.156,261.1,64.013,4.156
4640,166.578,4.158,261.18,64.033,4.158
4641,166.605,4.158,261.28,64.057,4.158
4642,166.637,4.159,261.34,64.072,4.159
4643,166.687,4.16,261.42,64.091,4.16
4644,166.717,4.161,261.5,64.111,4.161
4645,166.741,4.162,261.56,64.126,4.162
4646,166.799,4.163,261.66,64.15,4.163
4647,166.829,4.164,261.74,64.17,4.164
4648,166.861,4.165,261.82,64.189,4.165
4649,166.914,4.166,261.9,64.209,4.166
4650,166.965,4.167,262.02,64.238,4.167
4651,166.989,4.168,262.08,64.253,4.168
4652,167.023,4.169,262.14,64.268,4.169
4653,167.053,4.17,262.2,64.283,4.17
4654,167.085,4.17,262.28,64.302,4.17
4655,167.137,4.171,262.36,64.322,4.171
4656,167.165,4.172,262.44,64.341,4.172
4657,167.189,4.173,262.52,64.361,4.173
4658,167.247,4.174,262.6,64.381,4.174
4659,167.277,4.175,262.68,64.4,4.175
4660,167.309,4.176,262.74,64.415,4.176
4661,167.37,4.177,262.82,64.435,4.177
4662,167.397,4.178,262.9,64.454,4.178
4663,167.429,4.179,262.96,64.469,4.179
4664,167.476,4.18,263.06,64.493,4.18
4665,167.501,4.181,263.14,64.513,4.181
4666,167.525,4.181,263.2,64.528,4.181
4667,167.582,4.183,263.28,64.547,4.183
4668,167.613,4.184,263.34,64.562,4.184
4669,167.645,4.184,263.4,64.577,4.184
4670,167.682,4.185,263.48,64.596,4.185
4671,167.709,4.186,263.56,64.616,4.186
4672,167.741,4.187,263.62,64.631,4.187
4673,167.806,4.188,263.72,64.655,4.188
4674,167.837,4.189,263.8,64.675,4.189
4675,167.869,4.19,263.88,64.694,4.19
4676,167.919,4.191,263.96,64.714,4.191
4677,167.949,4.192,264.04,64.734,4.192
4678,167.981,4.193,264.1,64.748,4.193
4679,168.035,4.194,264.16,64.763,4.194
4680,168.061,4.195,264.24,64.783,4.195
4681,168.093,4.196,264.3,64.797,4.196
4682,168.141,4.197,264.38,64.817,4.197
4683,168.173,4.198,264.46,64.837,4.198
4684,168.205,4.198,264.54,64.856,4.198
4685,168.25,4.199,264.62,64.876,4.199
4686,168.277,4.2,264.7,64.896,4.2
4687,168.309,4.201,264.76,64.91,4.201
4688,168.36,4.202,264.84,64.93,4.202
4689,168.389,4.203,264.9,64.945,4.203
4690,168.421,4.204,264.98,64.964,4.204
4691,168.469,4.205,265.06,64.984,4.205
4692,168.501,4.206,265.16,65.008,4.206
4693,168.533,4.207,265.22,65.023,4.207
4694,168.567,4.207,265.3,65.043,4.207
4695,168.597,4.208,265.38,65.062,4.208
4696,168.629,4.209,265.44,65.077,4.209
4697,168.675,4.21,265.5,65.092,4.21
4698,168.701,4.211,265.56,65.106,4.211
4699,168.733,4.212,265.62,65.121,4.212
4700,168.782,4.213,265.7,65.141,4.213
4701,168.813,4.213,265.78,65.16,4.213
4702,168.845,4.214,265.84,65.175,4.214
4703,168.904,4.216,265.94,65.2,4.216
4704,168.933,4.216,266.02,65.219,4.216
4705,168.957,4.217,266.08,65.234,4.217
4706,168.992,4.218,266.14,65.249,4.218
4707,169.021,4.219,266.22,65.268,4.219
4708,169.045,4.219,266.28,65.283,4.219
4709,169.078,4.22,266.34,65.298,4.22
4710,169.109,4.221,266.42,65.317,4.221
4711,169.141,4.222,266.5,65.337,4.222
4712,169.192,4.223,266.58,65.356,4.223
4713,169.221,4.224,266.64,65.371,4.224
4714,169.253,4.225,266.72,65.391,4.225
4715,169.307,4.226,266.8,65.41,4.226
4716,169.333,4.227,266.86,65.425,4.227
4717,169.365,4.227,266.92,65.44,4.227
4718,169.413,4.228,267,65.459,4.228
4719,169.445,4.229,267.08,65.479,4.229
4720,169.477,4.23,267.16,65.499,4.23
4721,169.52,4.231,267.24,65.518,4.231
4722,169.549,4.232,267.32,65.538,4.232
4723,169.581,4.233,267.38,65.553,4.233
4724,169.62,4.234,267.44,65.567,4.234
4725,169.645,4.235,267.5,65.582,4.235
4726,169.677,4.235,267.58,65.602,4.235
4727,169.724,4.236,267.64,65.616,4.236
4728,169.749,4.237,267.72,65.636,4.237
4729,169.773,4.238,267.78,65.651,4.238
4730,169.809,4.239,267.86,65.67,4.239
4731,169.837,4.239,267.92,65.685,4.239
